ID,Labels
751,0
234740,3
220001,2
201091,2
164061,2
7450,1
251533,1
59158,2
115947,1
58943,1
154686,0
207613,3
257995,1
151646,2
44129,2
92937,1
193789,3
151066,2
206544,0
222263,0
124185,0
171181,2
242976,1
244260,0
239188,0
65442,2
163203,0
167707,2
80139,0
143255,1
125380,0
175249,1
113009,1
101857,0
70761,1
258361,2
216156,2
53874,1
215724,1
25336,0
116142,1
67482,0
20450,3
231304,0
11943,2
206862,1
88847,1
261210,3
141961,2
250096,1
140824,1
121418,0
159271,1
261181,1
19101,0
90602,1
250661,0
228589,0
239194,0
67862,0
114249,1
273103,1
172196,0
164527,2
146350,1
135866,0
55979,1
94654,2
170346,2
27293,0
67649,1
179760,0
259926,2
14894,0
17012,1
93865,1
19040,2
204429,2
59071,2
45049,0
138181,2
10915,2
176919,0
68551,0
193058,3
164825,1
42826,3
245386,3
172885,1
15663,0
120602,2
112278,0
115472,1
149610,0
245375,3
223516,1
16369,0
188737,0
274570,3
143256,1
16585,2
17699,1
89132,2
67977,3
261480,0
13523,2
81050,3
84878,1
254704,3
253945,0
45849,2
114797,2
15850,1
207003,0
168522,0
154214,0
43584,3
150842,1
47104,2
78153,2
105448,0
135694,3
101227,0
96272,3
10106,2
150458,2
83326,1
197283,3
22349,1
27889,3
233055,2
129002,0
224836,1
19313,2
270230,1
211244,0
104234,2
165737,1
272763,0
155734,0
265381,1
143955,3
253333,3
258622,2
152024,0
14430,0
25572,0
171669,2
62806,2
113523,1
237650,3
28348,3
30142,0
252012,2
168610,1
255723,1
174885,2
175537,2
254115,0
115834,0
80461,0
178383,2
64326,1
57819,1
32677,0
107076,1
21315,0
122679,0
180709,3
149467,1
259953,3
37174,3
240294,0
112810,0
186675,0
175440,1
195443,2
227089,1
220118,3
4734,0
222330,1
35795,3
33414,0
233624,2
110516,1
28410,0
255612,1
31290,1
219315,1
7508,1
135990,0
240166,0
223636,2
204784,3
31338,2
119411,2
224127,3
165511,1
115821,0
268983,1
140581,0
239916,1
96162,0
52514,3
164842,1
46997,1
167262,0
254361,1
178433,1
209388,3
103743,1
24957,0
81275,0
131716,1
920,0
4210,0
216931,1
258533,2
20683,2
126992,1
183778,3
77888,0
207202,0
271088,0
180712,3
54782,1
94325,3
220324,0
181799,3
156229,1
105379,0
16420,2
193482,3
7635,1
249589,1
152758,1
199421,3
172056,0
31738,0
9919,0
165503,1
217608,0
88265,1
275054,1
55578,1
217297,1
148690,3
142282,1
261819,1
20033,2
108441,3
182860,0
182934,0
138743,1
262772,0
131911,1
172838,1
15028,0
14564,2
243157,1
22832,0
234176,1
53986,0
207131,1
204966,1
250033,2
173219,0
86380,1
213711,1
191688,0
11716,2
75715,2
233719,1
257700,2
203540,3
178468,2
20233,1
211248,3
56537,2
269446,0
38579,3
150178,1
165688,1
96375,0
54647,2
254821,2
221509,2
164907,0
243248,0
187492,1
261326,3
70797,0
192947,1
212123,1
55241,2
70757,1
32932,0
221506,1
185908,1
66199,0
216397,1
176891,0
174315,0
81400,0
198127,2
21075,2
148149,3
220840,2
36876,1
274628,3
109820,1
19955,1
84156,1
137311,1
82617,1
143705,3
267281,0
157117,1
109680,3
193107,3
18999,0
98267,0
91035,0
110471,2
213818,3
222429,0
117694,3
271849,0
176123,2
71954,0
126764,1
171602,2
52415,0
241437,0
10847,2
218485,1
247911,1
167674,0
92230,1
18584,0
138564,1
251567,2
165124,2
241328,0
92104,1
76381,1
129857,0
195002,1
141157,1
221403,2
30258,0
241894,1
178963,1
170331,3
25085,0
62307,3
169075,1
41580,3
36818,0
60923,2
1253,1
38015,3
12415,2
168128,1
120316,2
236029,1
7321,1
9628,1
94849,0
142531,1
167166,2
232126,3
10748,2
50311,3
256912,1
273418,1
32599,0
201854,1
125190,0
222230,0
52722,2
75369,2
273649,0
80732,0
145184,1
180090,1
182749,0
72931,3
69511,1
158052,1
82869,0
229019,2
73788,1
132253,1
217294,1
202426,0
201194,1
33168,0
232662,1
156460,1
140801,1
241843,0
127798,3
23195,0
257138,0
242920,1
49446,0
14776,0
171405,2
223208,1
163870,2
140959,0
208877,0
234346,1
142291,1
81055,0
40521,0
21388,2
72507,3
123382,0
23228,1
73403,1
206627,1
155001,0
198347,0
260834,0
169454,0
141372,0
53052,0
257308,1
107874,0
212375,1
107419,0
243947,0
273552,1
115161,1
119098,2
232059,3
156815,0
20975,3
119223,2
255738,1
176839,3
134681,3
255198,2
255127,2
160161,3
57666,1
275546,0
157377,1
18712,1
236961,0
275359,3
91423,1
119963,1
26227,0
253648,1
152998,0
42055,2
47516,1
89458,1
222004,1
195414,2
151412,1
160294,3
53942,0
15602,0
202030,1
18871,0
162157,0
203837,1
213510,2
35901,3
196572,3
147204,3
148827,3
86345,1
244701,1
266354,3
254056,1
267020,0
49049,1
90749,1
197672,0
114803,2
186417,1
28119,3
158150,1
239371,1
68539,0
112499,0
110445,2
165184,1
114982,0
256765,2
38098,3
217904,1
14243,1
246102,3
225814,1
265096,3
100205,1
65739,2
37038,3
61819,2
218717,2
5028,0
101540,3
240991,0
248002,0
159321,1
231539,0
66472,1
86601,1
108742,3
77145,1
136308,1
225424,1
2847,2
92559,0
178591,1
260195,1
24784,1
8361,1
76512,3
16710,0
56711,2
107635,1
171392,2
195063,1
34609,0
102584,2
202452,0
123792,1
266789,0
132802,2
81109,1
136170,3
38781,3
250985,0
97501,1
111220,2
80584,0
39291,3
109691,3
111287,2
240864,2
269532,3
271787,0
212982,0
30235,0
134631,0
170498,2
259091,0
272002,1
154388,1
81112,2
218644,0
7287,1
251374,1
121685,0
75505,1
226602,0
226220,2
163807,2
133978,3
75850,0
11790,2
146060,3
45553,0
165517,1
176073,0
232019,2
73096,3
268214,0
167887,0
131697,0
2494,3
28104,3
41427,3
10371,0
121474,2
11537,2
263190,3
212423,1
211096,1
56030,2
42253,3
62450,1
92321,0
207344,0
51201,1
46409,0
182409,1
79760,0
23177,0
197139,0
80979,1
169234,0
197892,0
122209,1
221251,0
90235,1
163904,1
204948,0
162056,2
164737,1
252011,2
37288,0
116025,0
176870,1
8488,1
232766,2
192373,0
272914,3
152803,1
215285,1
62384,1
119105,1
220756,2
190113,0
43827,0
86712,1
71770,0
21224,2
213975,0
135670,0
276483,3
23582,0
75340,2
113667,1
117142,1
82732,2
192580,1
22056,0
76296,2
68632,0
213579,1
107863,1
126261,1
7438,2
249090,0
13520,2
41631,0
135820,0
167406,1
257730,1
171897,0
39742,3
250799,0
70595,0
145967,3
169134,1
239259,3
245237,3
179720,0
133180,0
221293,1
120235,1
265896,0
170149,2
35578,0
199859,0
202486,3
263219,1
215598,0
198860,0
43708,1
158303,1
47751,0
136211,3
203062,1
255889,0
140200,1
78046,2
15845,0
181946,1
235936,0
224067,3
277237,3
34814,0
154799,0
165262,1
179106,1
12954,2
27906,3
157660,1
49844,1
249715,0
245521,0
76475,1
12347,2
34081,3
69606,3
31820,0
61767,1
151747,1
188077,0
183650,0
94481,1
243785,1
116432,0
83885,1
94986,0
188118,0
52041,0
14575,0
149146,0
271303,0
171308,1
47143,1
133891,0
274471,0
110981,2
165115,0
246122,3
212400,0
196656,0
194585,3
190565,1
244725,0
859,1
133656,0
122339,2
272126,0
230830,1
60233,2
117579,3
175533,2
212708,1
261694,1
149975,0
217783,2
6228,0
126263,0
128697,3
155059,1
209078,2
180575,2
264336,1
274807,3
217332,1
105724,1
234680,3
274237,3
53588,0
180933,1
7832,1
179823,0
38792,3
28392,0
234429,1
139224,2
243471,0
18517,0
27609,3
201620,0
202519,3
31672,3
11033,0
163876,2
38523,3
8005,1
184652,1
81909,1
206444,2
194529,0
16479,0
222209,1
236937,3
140255,1
233142,1
169400,1
75790,1
241000,1
64438,1
215380,0
160496,3
6905,1
63274,2
159038,1
159274,1
186798,1
151253,1
27471,3
54475,2
253254,0
239843,1
200673,1
246149,3
85268,1
32122,3
173278,1
60208,1
215645,1
174616,1
123584,0
39663,0
210196,1
162524,1
169828,1
26096,1
170942,0
199385,3
182286,3
221081,1
27715,3
38527,3
185603,0
44922,1
193372,0
59600,2
82043,1
55894,1
54549,1
194934,1
171311,2
153657,1
107424,0
205483,1
241163,0
215773,1
78627,2
33725,0
84785,1
240584,0
185033,0
116133,1
144044,3
39736,1
11649,0
58981,1
1847,1
78478,0
251598,0
276463,3
50454,2
111995,1
42185,0
44332,1
270578,1
175013,2
184302,3
26201,0
103882,1
215961,1
119017,2
182955,0
216843,0
119195,1
120504,1
68685,1
53933,0
116943,0
25684,2
102028,2
50327,0
5095,3
73549,1
272498,3
169062,1
46430,0
111020,2
228652,1
49298,0
29135,0
139367,1
266275,1
15187,1
62105,1
115399,1
113471,0
251025,2
20746,1
256116,2
60648,1
233132,0
178474,0
143189,1
64424,1
239960,0
79773,1
272232,0
152066,2
27607,3
275461,3
214173,0
194433,3
224684,1
122890,1
146930,3
85603,1
53910,0
148826,3
57502,1
133751,1
16412,2
159716,1
251219,1
36611,3
222893,0
202028,1
90928,1
270172,1
177917,1
30725,3
74768,1
84290,1
241256,1
253302,1
31118,0
189000,0
63859,2
177243,0
117836,0
100486,1
186857,2
267240,2
21503,2
44930,0
17775,1
37277,0
148368,3
70335,1
18011,0
99516,0
32102,3
187988,2
191337,0
247581,0
99955,0
146078,3
264881,1
18494,2
158617,1
250142,0
240647,0
53658,0
242749,1
127827,0
161200,1
122734,3
194273,1
232052,3
45741,1
29158,0
321,2
214071,3
8859,2
202455,0
174046,1
237184,2
103999,3
232272,3
62010,2
226729,1
167607,3
172208,0
188240,1
10481,0
274247,3
595,0
259676,1
173539,1
231683,1
109986,3
245612,0
134195,0
158132,1
122329,1
205676,0
230520,2
42366,0
267718,2
205721,0
27259,0
258582,2
100610,2
221442,1
99801,2
229091,0
156604,1
109204,0
238519,3
90530,1
273384,1
59401,2
90483,1
17706,2
253619,0
88971,1
40086,0
242946,1
134283,3
172834,2
196076,1
227659,3
158733,1
232991,1
7570,1
229996,0
35722,0
270036,1
24407,0
3254,1
100464,1
257812,2
168822,1
160703,3
47453,0
260095,1
94387,0
218696,1
245944,3
260193,1
143294,1
222508,1
46429,0
195404,1
68997,1
162001,0
88926,1
27128,3
109890,1
148796,3
125653,0
19135,0
161509,0
8492,2
206127,1
26320,0
196485,0
194287,1
189092,1
174012,0
260871,1
104109,1
271638,0
101265,1
36488,0
64952,1
277270,3
221300,2
254561,0
10605,2
59159,2
40493,0
53091,1
201572,1
33522,3
192682,0
272099,0
51581,0
152775,0
30329,3
9865,2
139014,1
16590,2
5300,3
164577,2
24397,1
275043,0
113427,0
254107,0
52438,1
257495,1
156942,1
147767,2
179143,1
61092,1
181660,1
246348,3
155672,1
14973,1
115972,1
16561,2
249752,1
171991,1
122421,1
104926,1
9969,2
180601,1
169035,1
1828,1
157463,0
60577,1
191390,1
229376,2
252875,0
150003,1
235568,1
127207,0
176411,1
40332,0
75673,1
179634,0
165735,1
48583,0
92021,1
176595,1
261619,3
88076,2
118196,0
74597,0
41497,0
144712,3
31845,0
131286,1
98899,0
136867,0
148954,3
235168,1
83263,1
57776,2
93486,1
246070,3
73121,3
275013,1
46308,1
155036,1
179164,0
135827,0
140576,0
189972,3
120237,1
134498,0
12391,2
56300,1
71300,3
4012,0
72490,3
150379,2
168863,2
162899,2
177328,1
187372,1
150304,2
149380,2
60439,1
124195,0
191828,3
216369,1
137945,1
159234,1
83785,1
277541,1
157851,0
125254,1
179452,1
12044,2
231050,0
253610,1
178122,2
40186,3
200090,1
76135,1
247367,1
100679,1
197018,2
14547,2
220860,1
105926,2
267535,0
212439,0
149394,1
172799,0
223832,3
58199,2
92427,0
50253,0
31717,0
254178,0
74350,1
64070,2
82705,2
203398,0
235108,0
39604,3
48244,1
141921,0
219495,3
86959,1
125705,3
98626,0
96634,1
149418,1
122027,1
195498,2
71184,3
4049,0
99993,3
65060,1
928,1
260638,1
275636,0
77037,1
115535,2
236795,3
128856,0
135874,0
159125,1
241219,2
152740,0
28318,3
18526,0
178458,1
188433,0
163609,1
124180,0
99471,1
215007,0
97737,0
56375,0
240239,1
264445,0
48596,0
34678,3
256416,1
13875,2
139469,1
235279,0
170233,0
183579,0
88837,1
14147,1
9245,2
62895,2
63952,1
196359,1
240760,1
48841,1
150360,1
17419,2
66166,1
108663,1
175550,1
116376,1
158739,1
194502,0
174361,1
259607,1
120153,2
232466,1
172750,0
14404,1
131221,1
171581,2
20260,2
22787,1
19038,0
216092,1
244069,0
18914,2
110542,2
106412,3
13622,2
143520,1
219822,0
124925,1
259061,1
115970,0
220916,1
89069,1
138448,1
125922,3
277016,0
260155,0
69996,0
71638,1
181497,0
187670,1
134068,1
119636,1
203064,1
171273,2
76299,2
101900,2
205297,1
1197,0
206104,2
104715,1
157493,0
145840,3
123772,0
37450,3
101617,0
43469,0
211199,1
103621,0
219836,0
255857,1
113736,3
49598,3
173955,1
266393,1
44625,1
62555,2
72481,3
168538,1
214039,3
168784,2
109857,1
30320,3
95786,3
12933,2
132450,0
48622,2
37517,0
204019,3
268311,0
117568,1
133885,1
160998,1
8239,0
265759,0
271677,1
99041,0
88895,1
146797,1
185984,0
29425,0
261830,1
77483,1
109510,0
23057,1
203258,3
267076,0
47198,1
189193,2
138191,2
197144,0
185372,1
135879,0
194862,2
123494,0
158665,1
217528,2
163553,1
258426,2
215889,1
139292,0
123827,1
29906,3
274591,3
245682,0
148475,3
98289,1
23630,0
194325,2
103386,2
9140,2
115888,1
31576,0
169498,1
163731,1
277912,1
136992,0
111521,0
255902,0
166081,1
215035,0
261444,2
23480,0
196397,1
212546,1
42559,0
222030,1
249104,0
138515,0
52538,0
5506,3
137680,0
127140,0
271646,0
14366,0
161974,0
194406,3
182006,0
259745,1
265473,0
178984,1
44787,0
91338,1
182648,0
156765,1
179996,0
229230,2
240859,1
152683,0
54248,1
240554,0
157746,1
72475,3
65607,2
155453,1
141111,1
42419,0
2231,1
237995,3
8712,1
39576,3
232015,1
229105,1
162279,0
63375,2
133525,0
133546,0
193028,0
262804,3
111987,0
209852,3
87326,1
32904,0
14106,2
171818,2
224348,1
189460,3
163020,1
92984,1
93385,1
8171,2
185235,0
264017,1
12761,2
82128,0
226937,2
70868,1
54498,0
35800,0
40993,3
52457,0
167352,2
156878,0
123823,1
222610,2
251314,1
230348,1
221027,2
268945,1
171441,2
105580,3
116243,1
161286,1
56870,2
67565,1
153297,1
106597,0
81161,0
273113,2
153105,1
203796,1
118682,3
86948,0
140230,1
57855,1
142606,1
252016,1
262815,1
272962,0
46368,0
99173,1
66272,0
230965,1
96705,1
62004,1
71372,3
151335,1
187253,1
192846,1
92989,1
196170,3
67373,3
237364,3
165563,1
117663,3
106312,3
1704,3
277196,3
254721,3
260269,3
275899,3
73562,1
10486,1
190134,1
32971,0
73716,1
212764,2
181135,0
233787,1
81934,1
97731,0
227884,0
197748,1
32247,3
119601,0
132913,2
103843,0
81987,1
134075,0
242953,1
174670,0
203240,3
229098,1
128388,0
53681,0
75200,3
219929,0
112649,1
116056,2
246853,1
131052,1
212931,2
151634,1
145612,1
130357,1
276379,3
199736,0
164593,2
175582,1
100473,0
44832,0
157588,1
70274,1
92717,0
129476,0
53881,1
247869,1
79329,0
179844,1
14742,1
274880,3
27954,3
30894,1
124028,3
109598,3
194640,1
209416,3
251564,0
187501,1
237803,3
127368,3
78835,0
104212,1
25380,0
228994,1
135708,0
82479,1
256913,1
197895,0
277712,0
98933,1
80022,1
215785,1
210699,0
140766,1
180243,0
185442,0
55899,2
62042,1
54463,1
174461,0
216095,1
7137,3
66945,0
266094,3
63124,1
116533,0
40060,3
34167,3
114216,1
57089,2
160734,0
231762,1
196903,2
119479,1
202302,2
237900,3
64468,2
34154,0
4795,0
171454,2
185204,1
272801,3
250179,0
245263,3
148225,3
57586,2
250625,0
37075,3
262197,1
162517,0
73452,1
148059,3
91303,1
265093,0
34892,0
192450,0
161263,1
228789,0
116733,1
224123,3
171309,2
180387,2
138990,1
260667,1
148931,0
58822,1
119414,2
205652,3
68780,0
186542,0
95152,3
27315,0
92649,0
20613,2
241178,3
234731,1
191053,3
38606,3
264200,2
136797,0
206478,0
74195,3
108652,1
60138,2
100379,0
101902,2
152238,0
181599,1
154670,0
155262,2
2424,1
183977,0
111613,0
196439,0
213774,1
195420,1
91945,1
33904,0
214731,1
20120,0
262907,0
62234,1
157244,0
177719,0
205741,0
48177,0
154119,0
253410,0
107946,0
57092,1
262496,1
252779,0
240391,0
145135,0
94823,1
154325,0
77251,2
110917,0
262856,1
159778,2
141972,0
12079,2
80443,1
259756,1
95656,3
116880,0
191147,3
165771,1
225428,1
213524,1
92066,1
83315,0
179839,0
219886,2
211053,1
216598,1
25222,0
233607,0
256361,1
189330,0
226646,0
201718,1
62696,1
162906,2
137663,1
125263,0
252475,1
85361,2
54903,2
33343,3
252850,1
32855,3
63967,1
178043,1
36463,0
201371,0
194868,0
230445,1
200607,1
90855,1
270737,1
240133,1
138737,1
58378,2
109402,3
83316,0
205913,1
210336,1
274201,3
103615,1
170265,0
28286,3
172186,2
135706,0
152503,1
65961,1
85085,1
21464,0
100985,1
193319,3
212994,1
202683,0
29936,3
232054,0
152415,1
3215,1
4039,0
221047,1
270813,1
209949,0
171620,2
132607,0
132090,1
256753,1
173102,0
253892,2
246142,3
118293,3
37523,0
84045,1
60669,2
240196,1
138388,1
85595,1
81111,0
215425,1
63096,2
177433,2
124244,3
273982,1
3242,1
142746,0
180369,1
19561,1
43107,0
159184,1
109803,3
248616,1
141550,0
83614,1
141748,0
139135,1
105605,3
160981,1
11129,2
250523,2
24237,3
231537,0
99894,1
1277,0
44208,1
230134,1
260177,1
198277,1
156717,1
207200,2
75823,2
174649,1
57567,2
21676,0
39527,0
72722,3
125237,0
22494,0
56095,2
126333,0
172266,1
53896,0
56613,1
2148,1
150617,2
6240,1
79812,1
221347,1
108589,3
266126,0
24101,1
166496,2
57635,1
39259,3
32144,0
229378,1
28883,1
140750,1
76735,3
274320,3
223001,1
193115,0
140298,2
230797,1
47353,0
45069,2
149406,1
246338,3
195973,1
50475,1
245059,3
211508,2
83551,1
240577,1
87548,1
108575,3
189888,0
215301,1
44105,1
169647,2
135742,3
121098,0
252283,1
264807,3
272754,0
277208,3
68820,1
256786,1
15596,0
230354,1
73194,3
195322,1
59420,2
62022,2
91161,0
216152,2
256740,1
69601,3
132682,0
136557,1
230202,0
245513,0
142555,1
184225,3
160772,1
233157,1
131176,1
24146,0
256541,1
13816,2
252144,1
212300,0
109094,1
78897,2
199871,1
117656,3
176939,0
209869,0
86203,1
154462,0
207633,1
128434,0
143086,1
30256,0
150041,0
194881,2
178714,1
215858,1
156782,1
174070,0
148956,3
109882,0
114413,0
119958,1
73724,0
70192,1
52247,1
198797,0
109051,3
136083,0
106426,3
201065,1
137160,3
188413,1
82476,0
59900,2
48364,0
114344,0
251984,1
131125,1
29226,0
5944,2
249334,0
76351,2
132163,2
240886,1
60473,2
4964,3
53873,1
20756,2
214756,2
149592,1
92502,1
136346,1
84107,1
179639,0
103450,1
210050,0
72316,3
166008,1
200643,1
37894,3
164963,3
155748,0
213233,2
58044,2
12670,2
230844,1
73610,1
141343,1
220568,0
203831,1
185978,1
45877,1
9914,1
235396,1
3462,0
171276,2
257926,1
272987,0
224166,3
47543,0
198997,0
190519,2
217571,2
56077,2
268202,1
14804,1
277296,3
91139,1
41404,0
222607,1
87534,1
94080,1
200960,1
81343,1
117105,0
46993,0
142162,0
61471,2
188575,1
180038,0
176641,1
22450,0
264864,1
116876,2
511,1
110211,1
26897,3
100152,0
19878,1
166658,1
81659,1
84913,1
167056,2
1230,1
112288,0
128762,3
241193,0
166414,2
254064,0
174760,1
258148,1
104019,3
3886,0
226856,2
200383,0
120870,2
84286,1
218151,1
126568,1
37981,3
37599,3
201394,0
65271,1
163943,1
181210,0
204590,0
33024,0
196341,3
189055,0
41398,0
104479,1
236117,2
71055,1
30079,3
198274,1
256309,2
240114,1
185090,0
124723,0
193754,3
173374,2
268998,2
232344,3
231121,2
74440,1
83852,1
56099,2
53210,2
243953,2
40386,3
954,1
145082,3
110206,2
21975,0
204243,3
166191,1
113470,0
117595,2
103233,1
145752,3
161746,1
64282,1
233360,0
66158,2
151256,1
44963,0
56610,1
67079,2
274529,2
57460,2
21759,2
150829,2
125053,1
171285,1
199717,0
7916,0
167265,0
36393,0
220215,0
82814,0
88610,1
12407,2
14395,2
252243,2
18957,0
220344,1
120088,2
51059,1
212964,0
263235,2
83112,1
227429,1
84026,1
253136,2
80883,3
203999,3
56473,2
172392,0
58331,2
121032,1
121885,0
133194,1
55658,1
229572,1
232434,2
268026,1
14380,0
12378,2
181199,0
175268,2
42156,1
59396,2
182462,3
215275,3
248938,1
120339,2
63934,1
28194,0
103876,1
234705,2
4022,0
217384,1
201136,1
266160,3
159527,1
27240,3
141655,0
230303,0
998,0
220611,1
159669,1
193825,3
172997,0
19718,1
83845,1
58460,2
61252,1
196877,0
232979,1
67023,1
259485,1
188965,0
149209,3
129693,0
79715,0
254514,3
60458,1
81427,1
123413,0
114181,2
259672,1
11648,0
91138,1
181236,1
112402,1
155026,0
83631,1
157257,0
210348,1
109134,1
261786,1
23808,0
148152,3
70946,0
176165,1
100171,1
225048,0
121157,0
5518,2
208221,0
256544,1
118023,3
95606,0
84469,1
164570,2
262190,1
151134,0
231081,2
213602,0
36385,2
62965,2
168871,0
268338,3
96926,1
10655,0
146796,3
103790,0
90521,1
121630,0
270853,0
275848,3
13647,2
240190,1
64955,1
152231,0
10416,0
139835,1
265017,0
168255,1
104213,1
124090,3
164393,2
29245,0
92410,2
89135,1
222240,0
261842,1
4250,2
166061,1
132800,2
220495,2
35123,0
58094,2
47272,1
106398,0
129159,1
78690,2
85199,1
90048,1
174902,1
209027,1
46183,0
43547,3
269906,0
181173,3
258844,2
210153,1
179573,1
273876,1
265104,1
29765,0
187395,1
150276,0
13867,1
255458,1
192442,0
49845,0
222188,2
131494,0
46516,1
100188,0
36567,1
134995,3
180458,2
77944,0
78704,2
226049,1
73624,2
79153,1
49673,0
198047,2
88583,1
76188,0
200957,1
72631,3
205931,2
94099,0
30594,1
22512,0
102683,2
211643,0
263958,3
47289,1
93440,0
187947,0
110473,2
244018,3
27193,0
212345,0
244229,0
236869,1
75182,3
22816,1
226209,0
189989,3
28374,0
203878,3
225597,1
64260,1
225268,2
30333,3
206333,1
163615,1
36263,0
275564,0
119022,2
258664,0
215022,1
41817,1
87795,1
225184,3
227344,1
58511,1
875,1
213332,0
252455,2
46591,0
179016,2
255050,1
260973,3
137630,1
147095,3
234668,1
227668,1
130948,0
4947,0
250472,0
25288,0
90979,1
216570,0
151112,1
259581,1
27101,3
127076,1
120090,2
253910,0
254480,1
207219,0
189569,1
237300,1
117358,0
91083,1
225590,0
192283,0
75196,0
120176,2
97059,3
219081,3
20858,2
250689,0
81155,1
245933,3
206387,0
35020,2
277381,0
217666,0
116139,1
79107,0
237763,3
108973,3
215882,1
93582,0
236753,1
167236,0
52441,2
151442,2
63663,1
143983,3
16409,1
136415,1
234761,0
29603,0
83314,1
229520,1
263116,0
257189,1
125699,1
180943,0
179879,1
156436,0
156020,1
56189,2
187775,2
188437,0
215666,0
199750,2
240833,0
27294,3
186238,1
95260,0
245097,0
90562,1
109529,0
178670,1
191610,3
171632,0
185819,0
96259,0
227485,1
41774,0
228947,2
275777,3
177101,2
52857,0
129093,1
143614,1
64443,1
101642,0
24302,0
167240,2
191956,0
223089,2
144291,3
215610,1
8198,1
90253,1
258326,0
198593,1
242783,1
207153,1
143419,1
35190,0
266497,0
45700,0
224905,3
38161,0
81511,1
55263,0
49951,0
22380,0
91430,1
65797,0
135968,1
88911,1
14669,1
11530,2
272073,2
186635,1
21081,2
233167,2
64374,1
248372,0
216667,0
196812,0
61095,2
113294,0
114975,1
171865,2
2340,1
44821,0
194003,1
77390,2
214552,1
103017,2
66453,0
47093,1
197272,3
42842,3
201162,1
203569,0
219168,3
29222,0
186217,1
266239,0
48689,0
48047,0
242490,0
61020,3
92789,1
76282,2
78521,2
179060,0
198939,1
16809,2
170132,2
35197,0
217709,1
121750,0
238879,3
78164,2
23340,0
21452,2
213980,0
261706,0
219698,2
62159,1
59342,2
154733,0
154663,0
264604,1
122565,1
131859,3
150194,2
200654,1
197055,1
189014,0
201644,0
64029,1
172695,1
61996,2
169430,1
257663,1
86636,1
238938,1
143010,0
34977,0
74399,1
70401,0
92797,1
106484,1
269662,1
44181,0
271163,0
55846,2
210310,1
107234,1
206817,1
36537,0
258045,2
68660,1
14553,1
181981,1
80640,1
81005,2
271482,0
143200,1
114942,1
98673,3
229515,1
165303,1
230935,1
266817,0
103385,1
155689,1
260099,1
273554,2
34088,3
102327,0
17632,1
225900,1
2367,0
172019,1
93867,0
159191,1
151349,1
261075,0
266771,1
166418,1
234409,1
39965,3
135315,0
27795,3
28765,1
16638,0
219796,0
31886,0
260460,2
124794,1
93482,1
2336,0
46724,1
